cell_key,kernel,shape_json,default_status,seed_status,aot_tuned_status,vllm_cuda_status,default_us,seed_us,aot_tuned_us,vllm_cuda_us,default_vs_vllm_cuda,seed_vs_vllm_cuda,aot_tuned_vs_vllm_cuda,vllm_cuda_vs_vllm_cuda
"silu_and_mul_per_block_quant::intermediate_size=12288,group_size=128,num_tokens=4096",silu_and_mul_per_block_quant,"{""group_size"": 128, ""intermediate_size"": 12288, ""num_tokens"": 4096}",ok,ok,ok,ok,103.64799946546555,96.43199667334557,90.27200192213058,288.33600878715515,2.781877221694238,2.9900449926787953,3.194080142765376,1.0
"silu_and_mul_per_block_quant::intermediate_size=25600,group_size=128,num_tokens=4096",silu_and_mul_per_block_quant,"{""group_size"": 128, ""intermediate_size"": 25600, ""num_tokens"": 4096}",ok,ok,ok,ok,218.51199865341187,188.89600038528442,179.1199967265129,588.8639986515045,2.6948817560609957,3.1173979197570074,3.287539132499003,1.0
"fused_qk_norm_rope::q_heads=16,kv_heads=8,num_tokens=1",fused_qk_norm_rope,"{""kv_heads"": 8, ""num_tokens"": 1, ""q_heads"": 16}",ok,ok,ok,ok,6.84799998998642,6.84799998998642,6.3680000603199005,6.719999946653843,0.98130840485985,0.98130840485985,1.0552763635363815,1.0
"fused_qk_norm_rope::q_heads=32,kv_heads=8,num_tokens=1",fused_qk_norm_rope,"{""kv_heads"": 8, ""num_tokens"": 1, ""q_heads"": 32}",ok,ok,ok,ok,7.007999811321497,6.84799998998642,6.463999859988689,6.84799998998642,0.9771689746514268,1.0,1.0594059619918375,1.0
"fused_qk_norm_rope::q_heads=64,kv_heads=8,num_tokens=1",fused_qk_norm_rope,"{""kv_heads"": 8, ""num_tokens"": 1, ""q_heads"": 64}",ok,ok,ok,ok,7.087999954819679,7.007999811321497,6.399999838322401,6.976000033318996,0.9841986565724333,0.9954338215091266,1.09000003274181,1.0
"fused_qk_norm_rope::q_heads=16,kv_heads=8,num_tokens=8",fused_qk_norm_rope,"{""kv_heads"": 8, ""num_tokens"": 8, ""q_heads"": 16}",ok,ok,ok,ok,6.84799998998642,6.944000022485852,6.399999838322401,6.816000211983919,0.9953271352147645,0.9815668476256555,1.0650000600266518,1.0
"fused_qk_norm_rope::q_heads=32,kv_heads=8,num_tokens=8",fused_qk_norm_rope,"{""kv_heads"": 8, ""num_tokens"": 8, ""q_heads"": 32}",ok,ok,ok,ok,7.071999832987785,7.231999887153506,6.6559999249875546,7.135999854654074,1.0090497770330475,0.9867256590158469,1.0721153748611885,1.0
"fused_qk_norm_rope::q_heads=64,kv_heads=8,num_tokens=8",fused_qk_norm_rope,"{""kv_heads"": 8, ""num_tokens"": 8, ""q_heads"": 64}",ok,ok,ok,ok,7.168000098317862,7.2639998979866505,6.719999946653843,7.104000076651573,0.9910714256712542,0.9779735925685483,1.0571428769413813,1.0
"fused_qk_norm_rope::q_heads=16,kv_heads=8,num_tokens=32",fused_qk_norm_rope,"{""kv_heads"": 8, ""num_tokens"": 32, ""q_heads"": 16}",ok,ok,ok,ok,7.071999832987785,7.087999954819679,6.591999903321266,6.84799998998642,0.9683258133072198,0.9661399595988901,1.0388349651728865,1.0
"fused_qk_norm_rope::q_heads=32,kv_heads=8,num_tokens=32",fused_qk_norm_rope,"{""kv_heads"": 8, ""num_tokens"": 32, ""q_heads"": 32}",ok,ok,ok,ok,7.519999984651804,7.840000092983246,6.976000033318996,7.2639998979866505,0.9659574352144088,0.9265305882442384,1.0412843840728354,1.0
